customer_id,order_id,sales,row_num
Dp-13240,US-2017-162558,11.808,26
Dp-13240,US-2017-162558,9.656,27
Dp-13240,CA-2017-163692,7.857,28
Dp-13240,CA-2016-152072,4.66,29
DP-13390,CA-2016-138478,4535.976,1
DP-13390,CA-2015-118423,359.058,2
DP-13390,CA-2014-107139,180.96,3
DP-13390,CA-2016-138478,113.22,4
DP-13390,CA-2015-129217,70.97,5
DP-13390,CA-2014-168592,56.65,6
DP-13390,CA-2015-129217,36.784,7
DP-13390,CA-2016-138478,35.88,8
DP-13390,CA-2017-150931,33.74,9
DP-13390,CA-2014-134621,18.24,10
DP-13390,CA-2016-138583,16.656,11
DP-13390,CA-2014-168592,14.97,12
DP-13390,CA-2014-168592,4.02,13
DP-13390,CA-2017-154466,3.6,14
DR-12880,CA-2015-103933,899.91,1
DR-12880,CA-2017-161956,879.984,2
DR-12880,CA-2017-161956,841.568,3
DR-12880,US-2015-159982,647.904,4
DR-12880,CA-2017-143574,638.82,5
DR-12880,US-2016-164189,403.168,6
DR-12880,CA-2017-161956,354.9,7
DR-12880,CA-2017-161956,321.92,8
DR-12880,CA-2017-148810,273.552,9
DR-12880,US-2016-127425,249.95,10
DR-12880,CA-2017-161956,230.28,11
DR-12880,CA-2017-134404,164.388,12
DR-12880,CA-2017-161956,116.28,13
DR-12880,US-2015-159982,53.92,14
DR-12880,US-2016-127425,33,15
DR-12880,CA-2017-143574,30.69,16
DR-12880,CA-2017-161956,28.4,17
DR-12880,CA-2017-143574,25.16,18
DR-12880,CA-2016-117282,14.16,19
DR-12880,CA-2017-148810,13.872,20
DR-12880,CA-2017-134404,13.248,21
DR-12880,US-2015-159982,12.132,22
DR-12940,US-2016-140158,5399.91,1
DR-12940,CA-2015-104626,1088.76,2
DR-12940,CA-2017-160899,477.51,3
DR-12940,CA-2015-104871,366.744,4
DR-12940,CA-2014-100881,302.376,5
DR-12940,CA-2016-160241,242.176,6
DR-12940,CA-2015-104626,124.36,7
DR-12940,US-2016-140158,119.1,8
DR-12940,CA-2015-104626,114.6,9
DR-12940,CA-2015-104626,60.74,10
DR-12940,US-2016-140158,30.4,11
DR-12940,US-2015-163783,12.672,12
DR-12940,CA-2017-142671,11.52,13
DS-13030,CA-2017-131954,242.94,1
DS-13030,CA-2017-144848,240.37,2
DS-13030,US-2017-125717,209.792,3
DS-13030,CA-2017-131954,179.97,4
DS-13030,US-2017-125717,147.184,5
DS-13030,CA-2014-113271,119.833,6
DS-13030,CA-2017-144848,119.02,7
DS-13030,CA-2017-131954,99.696,8
DS-13030,CA-2017-131954,84.98,9
DS-13030,US-2017-125717,76.776,10
DS-13030,US-2017-125717,54.384,11
DS-13030,CA-2017-144848,41.22,12
DS-13030,US-2017-125717,32.776,13
DS-13030,CA-2014-113271,32.4,14
DS-13030,CA-2017-131954,27.936,15
DS-13030,CA-2017-131954,18.72,16
DS-13030,US-2017-125717,14.352,17
DS-13030,CA-2014-113271,14.304,18
DS-13030,CA-2014-113271,5.56,19
DS-13180,CA-2015-163055,622.45,1
DS-13180,CA-2015-130456,586.398,2
DS-13180,CA-2016-127243,347.802,3
DS-13180,CA-2016-127243,340.182,4
DS-13180,CA-2017-154907,205.3328,5
DS-13180,CA-2014-132983,159.98,6
DS-13180,CA-2016-146325,134.8,7
DS-13180,CA-2015-159863,134.376,8
DS-13180,CA-2016-146325,81.424,9
DS-13180,CA-2015-130456,80.98,10
DS-13180,CA-2016-119074,39.92,11
DS-13180,CA-2016-127243,32.544,12
DS-13180,CA-2016-119074,32.54,13
DS-13180,CA-2015-163055,21.98,14
DS-13180,CA-2016-119074,20.24,15
DS-13180,CA-2017-134285,15.552,16
DS-13180,CA-2016-127243,12.672,17
DS-13180,CA-2016-127243,6.888,18
DS-13180,CA-2017-134285,3.552,19
DS-13180,CA-2015-163055,2.2,20
DV-13045,CA-2017-168389,721.875,1
DV-13045,CA-2017-139773,188.552,2
DV-13045,CA-2017-168389,73.568,3
DV-13045,CA-2017-168389,64.784,4
DV-13045,CA-2017-125745,19.52,5
DV-13045,CA-2016-106656,18.9,6
DV-13045,CA-2016-138688,14.62,7
DV-13045,CA-2017-168389,13.584,8
DV-13045,CA-2016-106656,4.08,9
DV-13465,CA-2015-146486,899.95,1
DV-13465,CA-2014-124646,501.81,2
DV-13465,CA-2017-145233,470.376,3
DV-13465,CA-2017-145233,406.368,4
DV-13465,CA-2016-126102,276.784,5
DV-13465,CA-2015-146486,244.55,6
DV-13465,CA-2014-124646,161.94,7
DV-13465,US-2017-152002,122.97,8
DV-13465,CA-2017-145233,105.584,9
DV-13465,CA-2015-100251,31.5,10
DV-13465,CA-2017-145233,31.152,11
DV-13465,CA-2015-146486,13.98,12
DV-13465,CA-2015-146486,12.24,13
DV-13465,CA-2017-145233,6.783,14
DW-13195,US-2016-127971,318.43,1
DW-13195,CA-2014-133158,289.24,2
DW-13195,CA-2017-101581,177.225,3
DW-13195,US-2016-127971,122.92,4
DW-13195,CA-2014-133158,69.456,5
DW-13195,CA-2014-123477,64.864,6
DW-13195,US-2017-103226,27.18,7
DW-13195,US-2016-127971,7.068,8
DW-13195,CA-2014-152849,4.368,9
DW-13480,CA-2014-131926,2001.86,1
DW-13480,CA-2014-131926,1503.25,2
DW-13480,CA-2016-164399,674.352,3
DW-13480,US-2017-132297,539.97,4
DW-13480,CA-2016-164399,203.976,5
DW-13480,CA-2014-131926,166.72,6
DW-13480,US-2017-132297,58.34,7
DW-13480,CA-2014-131926,47.88,8
DW-13480,CA-2016-101938,34.58,9
DW-13480,CA-2014-131926,25.92,10
DW-13540,CA-2017-132521,119.96,1
DW-13540,CA-2016-149902,88.04,2
DW-13540,CA-2017-148642,63.488,3
DW-13540,CA-2017-132521,31.44,4
DW-13540,CA-2016-128706,16.192,5
DW-13540,CA-2017-101210,9.728,6
DW-13540,CA-2017-132521,6.88,7
DW-13540,CA-2017-148642,4.928,8
DW-13540,CA-2017-101210,3.424,9
DW-13585,CA-2015-162950,482.94,1
DW-13585,US-2017-126060,198.272,2
DW-13585,CA-2016-148516,179.97,3
DW-13585,CA-2017-123134,129.93,4
DW-13585,US-2017-164147,78.304,5
DW-13585,US-2017-164147,59.97,6
DW-13585,CA-2014-120432,25.5,7
DW-13585,US-2017-164147,21.456,8
DW-13585,CA-2015-162950,15.552,9
DW-13585,CA-2016-165820,12.96,10
EA-14035,CA-2015-158939,599.99,1
EA-14035,CA-2016-102813,528.43,2
EA-14035,CA-2016-164924,341.991,3
EA-14035,CA-2015-154921,186.69,4
EA-14035,CA-2014-151162,179.94,5
EA-14035,CA-2016-121447,135.8,6
EA-14035,CA-2014-151162,98.376,7
EA-14035,CA-2016-108581,95.968,8
EA-14035,CA-2016-168956,92.064,9
EA-14035,CA-2014-114195,68.704,10
EA-14035,CA-2016-168956,62.958,11
EA-14035,CA-2017-121909,54.816,12
EA-14035,CA-2016-102813,41.472,13
EA-14035,CA-2014-151162,36.738,14
EA-14035,CA-2014-151162,29.94,15
EA-14035,CA-2014-114195,22.428,16
EA-14035,US-2014-156216,18.648,17
EA-14035,CA-2014-151162,17.472,18
EA-14035,CA-2016-104633,12.96,19
EA-14035,CA-2016-108581,10.368,20
EA-14035,CA-2017-154501,9.78,21
EA-14035,CA-2016-168956,6.976,22
EA-14035,CA-2016-168956,5.184,23
EA-14035,CA-2014-114195,3.132,24
EB-13705,CA-2016-128223,1293.488,1
EB-13705,CA-2017-147277,665.408,2
EB-13705,CA-2014-100090,502.488,3
EB-13705,CA-2014-129938,445.802,4
EB-13705,CA-2017-147277,284.364,5
EB-13705,CA-2015-128125,98.376,6
EB-13705,CA-2015-104493,57.504,7
EB-13705,CA-2017-107797,41.472,8
EB-13705,CA-2015-128125,22.38,9
EB-13705,US-2016-137547,21.072,10
EB-13705,CA-2017-134978,15.92,11
EB-13750,CA-2015-166947,1522.638,1
EB-13750,CA-2017-122707,477.24,2
EB-13750,CA-2017-161739,341.96,3
EB-13750,CA-2016-145548,245.646,4
EB-13750,CA-2016-166380,111.98,5
EB-13750,CA-2016-145548,92.94,6
EB-13750,US-2016-147340,63.2,7
EB-13750,CA-2016-145548,55.008,8
EB-13750,CA-2017-161459,39.96,9
EB-13750,CA-2016-145548,36,10
EB-13750,CA-2016-145548,35.232,11
EB-13750,CA-2015-128083,30.88,12
EB-13750,CA-2016-145548,28.14,13
EB-13750,CA-2016-166380,26.55,14
EB-13750,CA-2017-122707,25.98,15
EB-13750,CA-2016-137652,18.432,16
EB-13750,CA-2015-128083,8.688,17
EB-13750,CA-2015-128083,6.408,18
EB-13840,CA-2015-164301,3393.68,1
EB-13840,CA-2017-156951,451.152,2
EB-13840,CA-2016-139885,212.88,3
EB-13840,US-2014-102631,94.428,4
EB-13840,CA-2017-156951,91.84,5
EB-13840,CA-2017-156951,81.088,6
EB-13840,CA-2017-156951,19.44,7
EB-13870,CA-2015-106320,1044.63,1
EB-13870,CA-2016-144939,599.292,2
EB-13870,CA-2017-148999,419.136,3
EB-13870,US-2014-126340,333.576,4
EB-13870,CA-2014-110219,127.869,5
EB-13870,US-2015-110569,121.792,6
EB-13870,CA-2017-130967,53.982,7
EB-13870,CA-2016-159989,40.68,8
EB-13870,US-2015-110569,19.194,9
EB-13870,CA-2015-153626,5.16,10
EB-13870,CA-2017-169817,1.908,11
EB-13930,US-2017-106551,526.344,1
EB-13930,CA-2014-123400,180.96,2
EB-13930,CA-2016-122728,104.28,3
EB-13930,CA-2016-101448,56.82,4
EB-13930,US-2016-116400,39.92,5
EB-13930,CA-2014-123400,18.336,6
EB-13930,CA-2016-122728,17.94,7
EB-13975,US-2016-164630,959.968,1
EB-13975,CA-2016-135461,623.96,2
EB-13975,CA-2017-115427,20.72,3
EB-13975,US-2016-150357,20.608,4
EB-13975,CA-2017-115427,13.904,5
EB-13975,US-2016-150357,4.095,6
EB-14110,CA-2016-121370,1199.976,1
EB-14110,CA-2015-106257,479.92,2
EB-14110,CA-2016-121370,380.058,3
EB-14110,CA-2016-116561,332.94,4
EB-14110,CA-2017-149895,258.528,5
EB-14110,CA-2015-106257,241.568,6
EB-14110,CA-2015-111612,71.12,7
EB-14110,CA-2016-121370,48.576,8
EB-14110,CA-2016-116561,39.872,9
EB-14110,US-2015-153283,15.56,10
EB-14110,CA-2015-111612,3.008,11
EB-14170,CA-2014-111962,807.75,1
EB-14170,CA-2015-142930,335.52,2
EB-14170,CA-2016-143441,11.84,3
EB-14170,CA-2017-162635,10.816,4
EB-14170,CA-2014-111962,10.048,5
EB-14170,CA-2014-103086,5.312,6
EB-14170,CA-2015-148705,5.04,7
EC-14050,US-2016-169369,249.95,1
EC-14050,CA-2017-161102,56.56,2
EC-14050,US-2016-169369,49.12,3
EC-14050,CA-2017-163188,38.16,4
EC-14050,CA-2017-161102,36.96,5
EC-14050,US-2017-140074,25.68,6
EC-14050,CA-2014-139633,5.484,7
ED-13885,CA-2015-160227,2621.322,1
ED-13885,CA-2016-118311,450,2
ED-13885,CA-2015-137071,100.8,3
ED-13885,CA-2017-133102,74.592,4
ED-13885,CA-2016-149916,55.36,5
ED-13885,CA-2017-134838,44.67,6
ED-13885,CA-2017-133102,38.864,7
ED-13885,CA-2014-110352,23.68,8
ED-13885,CA-2014-110527,20.88,9
ED-13885,CA-2017-133102,16.784,10
ED-13885,CA-2017-134838,12.84,11
ED-13885,CA-2016-149916,11.56,12
ED-13885,CA-2017-133102,8.016,13
ED-13885,CA-2017-133102,5.552,14
EG-13900,US-2016-150861,542.646,1
EG-13900,US-2016-150861,400.032,2
EG-13900,CA-2017-141719,239.96,3
EG-13900,US-2017-167570,215.544,4
EG-13900,CA-2015-138625,197.72,5
EG-13900,US-2016-150861,182.72,6
EG-13900,US-2016-150861,33.63,7
EG-13900,CA-2017-114524,13.468,8
EG-13900,US-2016-150861,6.3,9
EH-13765,CA-2016-136301,4912.59,1
EH-13765,CA-2016-135776,1117.92,2
EH-13765,US-2017-111423,895.92,3
EH-13765,CA-2016-100944,563.24,4
EH-13765,US-2017-111423,462.564,5
EH-13765,US-2015-147242,361.96,6
EH-13765,US-2015-147242,278.82,7
EH-13765,CA-2016-135776,227.28,8
EH-13765,CA-2016-158155,214.7,9
EH-13765,CA-2014-138450,186.912,10
EH-13765,CA-2016-153836,114.95,11
EH-13765,CA-2016-158155,90.48,12
EH-13765,CA-2016-135776,61.96,13
EH-13765,US-2015-147242,61.96,14
EH-13765,CA-2016-155565,54.9,15
EH-13765,CA-2014-138450,52.512,16
EH-13765,US-2016-119046,51.648,17
EH-13765,CA-2016-135776,47.9,18
EH-13765,CA-2014-142979,39.68,19
EH-13765,CA-2016-135776,37.94,20
EH-13765,US-2016-119046,30.18,21
EH-13765,CA-2016-153836,28.752,22
EH-13765,CA-2016-136301,28.28,23
EH-13765,CA-2017-152499,15.12,24
EH-13765,CA-2016-158155,13.08,25
EH-13765,CA-2016-158155,12.56,26
EH-13765,US-2016-119046,11.232,27
EH-13765,CA-2014-138450,10.048,28
EH-13765,CA-2016-135776,8.82,29
EH-13765,CA-2017-152499,7.872,30
EH-13765,CA-2016-135776,4.2,31
EH-13945,US-2016-110156,100.704,1
EH-13945,CA-2016-121755,90.57,2
EH-13945,US-2016-158288,78.759,3
EH-13945,CA-2014-107594,73.98,4
EH-13945,US-2016-110156,71.96,5
EH-13945,CA-2017-153080,68.46,6
EH-13945,US-2016-110156,58.368,7
EH-13945,US-2016-110156,40.968,8
EH-13945,CA-2015-114048,29.22,9
EH-13945,CA-2017-160458,25.92,10
EH-13945,CA-2016-121755,11.648,11
EH-13945,US-2016-110156,10.78,12
EH-13945,US-2016-110156,10.368,13
EH-13945,CA-2014-107594,5.58,14
EH-13945,CA-2015-149384,3.366,15
EH-13945,US-2016-110156,2.328,16
EH-13945,US-2016-110156,1.192,17
EH-13990,CA-2016-124100,327.996,1
EH-13990,CA-2016-107790,151.192,2
EH-13990,CA-2014-103366,149.95,3
EH-13990,CA-2014-102295,120.712,4
EH-13990,CA-2014-138513,12.96,5
EH-13990,CA-2015-156510,10.76,6
EH-13990,CA-2015-156510,6.7,7
EH-14005,CA-2014-140165,398.352,1
EH-14005,CA-2017-167381,241.96,2
EH-14005,CA-2014-154592,164.88,3
EH-14005,CA-2017-133095,108.08,4
EH-14005,CA-2017-144862,104.68,5
EH-14005,CA-2017-127516,64.784,6
EH-14005,CA-2017-144862,62.958,7
EH-14005,CA-2016-152814,29.472,8
EH-14005,CA-2017-167381,27.72,9
EH-14005,CA-2017-133095,9.54,10
EH-14005,CA-2014-140165,7.104,11
EH-14125,US-2015-154389,748.752,1
EH-14125,US-2016-156097,701.372,2
EH-14125,CA-2017-124744,447.84,3
EH-14125,CA-2014-100867,321.552,4
EH-14125,CA-2016-136126,191.6,5
EH-14125,CA-2015-134201,142.04,6
EH-14125,CA-2016-104969,121.104,7
EH-14125,CA-2017-112725,120.784,8
EH-14125,CA-2017-124744,82.4,9
EH-14125,CA-2017-125752,41.424,10
EH-14125,CA-2016-146010,40.635,11
EH-14125,CA-2015-134201,14.67,12
EH-14125,CA-2017-112725,12.74,13
EH-14125,CA-2016-104969,8.872,14
EH-14125,CA-2017-112725,8.82,15
EH-14125,CA-2017-124744,6.24,16
EH-14125,US-2016-156097,2.308,17
EH-14185,CA-2016-167115,588.784,1
EH-14185,CA-2014-143840,135.98,2
EH-14185,CA-2016-160486,72.224,3
EH-14185,CA-2014-143840,44.95,4
EH-14185,CA-2014-139542,40.776,5
EH-14185,CA-2017-112984,20.544,6
EH-14185,CA-2014-105340,6.928,7
EJ-13720,CA-2017-123085,1049.44,1
EJ-13720,CA-2015-169656,422.856,2
EJ-13720,US-2014-117163,333,3
EJ-13720,CA-2017-123085,170.352,4
EJ-13720,US-2014-117163,57.23,5
EJ-13720,CA-2014-108273,56.568,6
EJ-13720,US-2014-117163,36.44,7
EJ-13720,CA-2014-108273,36.288,8
EJ-14155,CA-2016-142594,901.95,1
EJ-14155,CA-2014-105648,626.352,2
EJ-14155,CA-2017-147410,421.1,3
EJ-14155,CA-2016-142594,366.009,4
EJ-14155,CA-2016-142594,137.94,5
EJ-14155,CA-2016-142594,111.15,6
EJ-14155,CA-2017-133641,48.69,7
EJ-14155,US-2017-110989,43.5,8
EK-13795,CA-2014-111871,1198.33,1
EK-13795,CA-2015-154340,56.3,2
EK-13795,CA-2015-109113,25.488,3
EK-13795,CA-2017-108091,23.36,4
EL-13735,CA-2016-113061,86.62,1
EL-13735,CA-2017-150707,37.66,2
EM-13810,CA-2015-113404,1348.704,1
EM-13810,CA-2015-113404,700.152,2
EM-13810,CA-2015-139584,284.364,3
EM-13810,CA-2016-158358,159.98,4
EM-13810,CA-2017-137344,40.29,5
EM-13810,CA-2015-139584,26,6
EM-13810,CA-2015-142041,7.52,7
EM-13825,CA-2017-114258,492.768,1
EM-13825,CA-2017-122035,416.32,2
EM-13825,CA-2017-122035,389.97,3
EM-13825,CA-2015-149748,274.8,4
EM-13825,CA-2017-122035,182.94,5
EM-13825,CA-2015-109603,182.72,6
EM-13825,US-2017-128398,159.56,7
EM-13825,CA-2015-149748,62.18,8
EM-13825,CA-2017-122035,60.83,9
EM-13825,CA-2017-122035,43,10
EM-13825,CA-2016-136595,21.204,11
EM-13825,CA-2017-122035,14.62,12
EM-13825,CA-2016-116764,9.216,13
EM-13825,CA-2015-149748,8.28,14
EM-13825,CA-2014-103807,5.95,15
EM-13960,CA-2015-156566,572.8,1
EM-13960,CA-2017-168942,186.54,2
EM-13960,CA-2015-148873,108.768,3
EM-13960,CA-2015-119697,54.384,4
EM-13960,CA-2015-129042,8.22,5
EM-13960,CA-2015-148873,2.992,6
EM-14065,CA-2014-127691,159.98,1
EM-14065,CA-2017-149720,30.336,2
EM-14065,CA-2016-155670,11.232,3
EM-14065,CA-2017-133620,11.21,4
EM-14065,CA-2016-155670,10.272,5
EM-14065,CA-2014-127691,5.96,6
EM-14095,CA-2015-163237,494.97,1
EM-14095,US-2015-159499,325.632,2
EM-14095,CA-2017-132437,65.12,3
EM-14095,CA-2016-161669,37.44,4
EM-14095,CA-2016-161669,26.976,5
EM-14095,CA-2015-163237,25.06,6
EM-14095,US-2015-159499,23.344,7
EM-14095,US-2015-159499,16.52,8
EM-14095,CA-2016-161669,14.62,9
EM-14095,CA-2016-161669,11.36,10
EM-14140,CA-2016-139997,1499.95,1
EM-14140,CA-2017-134915,671.984,2
EM-14140,CA-2016-152730,629.1,3
EM-14140,CA-2015-146255,587.97,4
EM-14140,CA-2016-152730,364.74,5
EM-14140,CA-2016-152730,125.99,6
EM-14140,CA-2015-146255,119.85,7
EM-14140,CA-2017-134915,113.888,8
EM-14140,CA-2015-146255,69.28,9
EM-14140,CA-2016-152730,49.76,10
EM-14140,CA-2016-152730,47.4,11
EM-14140,CA-2016-152730,45.36,12
EM-14140,CA-2017-134915,41.6,13
EM-14140,CA-2017-134915,23.12,14
EM-14140,US-2016-131058,20.16,15
EM-14140,CA-2016-152730,14.7,16
EM-14140,CA-2017-134915,7.92,17
EM-14140,CA-2016-152730,5.56,18
EM-14200,CA-2017-167549,298.116,1
EM-14200,CA-2017-162033,53.25,2
EM-14200,CA-2015-141754,11.696,3
EM-14200,CA-2017-162033,3.76,4
EN-13780,CA-2016-165848,1349.85,1
EN-13780,CA-2015-103177,239.97,2
EN-13780,CA-2015-103177,160.32,3
EN-13780,CA-2016-165848,136.784,4
EN-13780,CA-2015-103177,128.85,5
EN-13780,CA-2016-126284,83.7,6
EN-13780,CA-2017-160087,23.832,7
EN-13780,CA-2016-165848,14.94,8
EP-13915,US-2016-131611,956.6648,1
EP-13915,US-2016-131611,863.128,2
EP-13915,CA-2015-163587,671.94,3
EP-13915,CA-2014-134278,559.992,4
EP-13915,CA-2017-149888,359.97,5
EP-13915,CA-2017-149888,350.352,6
EP-13915,US-2016-159856,307.92,7
EP-13915,CA-2017-122770,201.04,8
EP-13915,CA-2017-157483,181.86,9
EP-13915,CA-2017-111815,180.98,10
EP-13915,US-2016-131611,171.96,11
EP-13915,CA-2015-123330,107.976,12
EP-13915,CA-2017-111815,99.98,13
EP-13915,CA-2017-131303,62.65,14
EP-13915,US-2016-119298,59.98,15
EP-13915,US-2017-165953,47.616,16
EP-13915,US-2017-122637,42.616,17
EP-13915,CA-2017-122770,38.88,18
EP-13915,CA-2016-140641,38.19,19
EP-13915,CA-2017-102099,32.4,20
EP-13915,CA-2016-113390,27.72,21
EP-13915,US-2017-165953,23.48,22
EP-13915,CA-2015-163587,16.52,23
EP-13915,CA-2017-122770,12.96,24
EP-13915,CA-2017-102099,12.96,25
EP-13915,US-2016-131611,12.588,26
EP-13915,US-2017-125808,11.56,27
EP-13915,CA-2017-122770,8.64,28
EP-13915,CA-2017-102099,6.63,29
EP-13915,CA-2016-113390,5.344,30
EP-13915,US-2016-131611,3.564,31
ER-13855,CA-2016-162236,876.3,1
ER-13855,CA-2016-162236,185.376,2
ER-13855,CA-2016-149223,77.88,3
ER-13855,CA-2015-127019,60.984,4
ER-13855,CA-2016-162236,45.248,5
ES-14020,US-2017-163300,2357.488,1
ES-14020,US-2017-163300,369.544,2
ES-14020,CA-2016-127775,239.97,3
ES-14020,CA-2017-103499,209.568,4
ES-14020,US-2017-163300,184.752,5
ES-14020,CA-2015-142433,117.456,6
ES-14020,CA-2014-156433,21.72,7
ES-14020,CA-2014-156433,9.96,8
ES-14080,CA-2017-127397,1319.8,1
ES-14080,CA-2016-108056,859.2,2
ES-14080,CA-2015-104129,493.92,3
ES-14080,CA-2016-134936,455.97,4
ES-14080,CA-2016-136924,380.864,5
ES-14080,CA-2014-108189,318.4,6
ES-14080,CA-2014-108189,230.376,7
ES-14080,CA-2017-157469,151.188,8
ES-14080,CA-2017-127397,123.92,9
ES-14080,CA-2015-104129,105.98,10
ES-14080,CA-2017-139619,95.616,11
ES-14080,CA-2016-154998,37.94,12
ES-14080,CA-2017-157469,19.728,13
ES-14080,CA-2014-108189,15.36,14
ES-14080,CA-2014-108189,12.768,15
ES-14080,CA-2016-134936,10.44,16
ES-14080,CA-2014-108189,7.16,17
ES-14080,CA-2016-134936,5.214,18
ES-14080,CA-2014-108189,4.672,19
FA-14230,CA-2017-122364,859.2,1
FA-14230,CA-2017-122364,506.28,2
FA-14230,US-2015-131359,439.992,3
FA-14230,CA-2016-113845,289.568,4
FA-14230,CA-2016-113845,244.768,5
FA-14230,CA-2015-140718,159.84,6
FA-14230,CA-2015-108672,106.68,7
FA-14230,US-2015-131359,87.96,8
FA-14230,CA-2015-140718,74.24,9
FA-14230,US-2015-131359,59.994,10
FA-14230,CA-2015-135391,40.784,11
FA-14230,CA-2015-135391,40.096,12
FA-14230,CA-2016-113845,39.72,13
FA-14230,US-2015-131359,15.488,14
FA-14230,CA-2015-140718,9.392,15
FA-14230,CA-2014-156601,7.16,16
FA-14230,CA-2015-140718,2.892,17
FC-14245,CA-2016-147256,1927.59,1
FC-14245,CA-2016-147256,449.97,2
FC-14245,CA-2017-167640,286.93,3
FC-14245,CA-2017-167640,206.384,4
FC-14245,CA-2017-117422,161.568,5
FC-14245,CA-2017-144456,158.376,6
FC-14245,CA-2017-144456,61.68,7
FC-14245,CA-2015-149517,60.84,8
FC-14245,CA-2015-115693,56.3,9
FC-14245,CA-2017-167640,23.88,10
FC-14245,CA-2017-167640,11.52,11
FC-14245,CA-2017-117422,6.216,12
FC-14245,CA-2015-104059,3.424,13
FC-14335,CA-2017-107517,1640.7,1
FC-14335,CA-2016-138968,1352.032,2
FC-14335,CA-2017-107517,371.2,3
FC-14335,US-2014-134054,255.85,4
FC-14335,CA-2015-121405,180.96,5
FC-14335,CA-2015-138492,51.968,6
FC-14335,US-2017-126081,5.184,7
FC-14335,CA-2016-138968,4.544,8
FC-14335,CA-2015-107741,3.408,9
FG-14260,CA-2014-152443,447.86,1
FG-14260,CA-2017-127460,298.464,2
FG-14260,CA-2014-152443,245.88,3
FG-14260,CA-2017-155607,93.344,4
FG-14260,CA-2017-106033,87.92,5
FG-14260,CA-2017-101308,84.784,6
FG-14260,CA-2017-155607,58.73,7
FG-14260,CA-2014-101833,34.44,8
FG-14260,CA-2014-152443,17.94,9
FG-14260,CA-2017-101308,8.94,10
FG-14260,CA-2017-160801,4.842,11
FH-14275,CA-2017-104640,931.176,1
FH-14275,CA-2017-121503,597.132,2
FH-14275,CA-2014-100916,591.32,3
FH-14275,CA-2017-104640,430.88,4
FH-14275,CA-2017-128370,362.352,5
FH-14275,CA-2014-153808,299.97,6
FH-14275,CA-2016-152170,287.52,7
FH-14275,CA-2017-121503,273.896,8
FH-14275,CA-2014-100916,194.7,9
FH-14275,CA-2014-153808,70.95,10
FH-14275,CA-2016-152170,37.68,11
FH-14275,CA-2017-104318,20.768,12
FH-14275,CA-2016-152170,20.58,13
FH-14275,CA-2016-152170,19.98,14
FH-14275,CA-2016-152170,17.38,15
FH-14275,CA-2016-168557,8.928,16
FH-14275,CA-2017-162474,7.992,17
FH-14275,CA-2017-107832,7.476,18
FH-14275,CA-2017-128370,7.184,19
FH-14275,CA-2014-100916,2.84,20
FH-14350,CA-2017-104801,799.96,1
FH-14350,CA-2015-165624,542.94,2
FH-14350,CA-2015-165624,251.91,3
FH-14350,CA-2015-165624,193.8,4
FH-14350,CA-2017-106831,158.376,5
FH-14350,CA-2017-104801,107.53,6
FH-14350,CA-2015-165624,97.88,7
FH-14350,CA-2017-106831,27.744,8
FH-14350,CA-2015-165624,25.86,9
FH-14350,CA-2015-148859,24.816,10
FH-14350,CA-2015-165624,21.4,11
FH-14350,CA-2015-165624,8.64,12
FH-14350,CA-2017-104801,6.63,13
FH-14350,CA-2017-106831,3.798,14
FH-14365,CA-2015-111829,3149.93,1
FH-14365,CA-2015-162047,1448.82,2
FH-14365,CA-2015-111829,1247.64,3
FH-14365,CA-2014-169684,328.59,4
FH-14365,CA-2015-111829,209.7,5
FH-14365,CA-2017-121398,153.552,6
FH-14365,CA-2014-169684,98.352,7
FH-14365,CA-2016-104689,23.04,8
FH-14365,US-2017-124303,16.056,9
FH-14365,CA-2017-126676,7.98,10
FM-14215,US-2017-164056,1048.35,1
FM-14215,CA-2014-114790,587.97,2
FM-14215,CA-2017-127929,181.95,3
FM-14215,CA-2014-114790,146.76,4
FM-14215,CA-2016-104983,123.92,5
FM-14215,CA-2016-134516,98.392,6
FM-14215,CA-2016-132143,48.16,7
FM-14215,CA-2014-114790,32.96,8
FM-14215,CA-2016-124814,23.2,9
FM-14215,CA-2017-143651,23.1,10
FM-14215,CA-2016-134516,17.088,11
FM-14215,CA-2014-114790,14.94,12
FM-14215,CA-2014-114643,14.52,13
FM-14215,CA-2016-124814,12.96,14
FM-14290,CA-2016-114867,1499.97,1
FM-14290,CA-2017-146535,1443.96,2
FM-14290,US-2017-129777,258.9,3
FM-14290,CA-2014-123260,176.8,4
FM-14290,US-2017-153948,59.94,5
FM-14290,CA-2017-121160,52.752,6
FM-14290,US-2017-153948,45.36,7
FM-14290,CA-2016-155488,44.02,8
FM-14290,US-2017-153948,41.4,9
FM-14290,US-2017-153948,26.4,10
FM-14290,US-2017-129777,24.56,11
FM-14290,US-2017-153948,16.95,12
FM-14290,CA-2015-130554,11.736,13
FM-14290,CA-2016-114867,7.968,14
FM-14290,CA-2017-121160,7.536,15
FM-14290,CA-2016-103163,4.784,16
FM-14290,CA-2016-103163,4.73,17
FM-14290,CA-2017-121160,4.144,18
FM-14290,CA-2017-146535,2.88,19
FM-14290,CA-2017-121160,1.408,20
FM-14380,CA-2015-124499,389.97,1
FM-14380,CA-2015-112711,307.168,2
FM-14380,US-2016-135720,300.768,3
FM-14380,CA-2015-124499,269.91,4
FM-14380,CA-2016-146150,264.18,5
FM-14380,US-2016-135720,243.384,6
FM-14380,CA-2017-134796,148.48,7
